Actual_Close,Predicted_Close,Signal,Portfolio_Value
0.46,4.5761046,1.0,1000.0
0.47,4.5761046,0.0,1000.0
0.48,4.5761046,0.0,1000.0
0.48,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.49,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.49,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.55,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.55,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.49,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.36,4.5761046,0.0,1000.0
0.36,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.36,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.43,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.41,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.38,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.35,4.5761046,0.0,1000.0
0.35,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.35,4.5761046,0.0,1000.0
0.35,4.5761046,0.0,1000.0
0.35,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.84,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.86,4.5761046,0.0,1000.0
0.94,4.5761046,0.0,1000.0
0.92,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.91,4.5761046,0.0,1000.0
1.01,4.5761046,0.0,1000.0
0.96,4.5761046,0.0,1000.0
0.94,4.5761046,0.0,1000.0
0.87,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.8,4.5761046,0.0,1000.0
0.81,4.5761046,0.0,1000.0
0.84,4.5761046,0.0,1000.0
0.82,4.5761046,0.0,1000.0
0.78,4.5761046,0.0,1000.0
0.85,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.86,4.5761046,0.0,1000.0
0.86,4.5761046,0.0,1000.0
0.82,4.5761046,0.0,1000.0
0.82,4.5761046,0.0,1000.0
0.8,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.98,4.5761046,0.0,1000.0
0.99,4.5761046,0.0,1000.0
1.0,4.5761046,0.0,1000.0
1.0,4.5761046,0.0,1000.0
0.96,4.5761046,0.0,1000.0
0.94,4.5761046,0.0,1000.0
0.95,4.5761046,0.0,1000.0
1.05,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
1.04,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.05,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.1,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.19,4.5761046,0.0,1000.0
1.19,4.5761046,0.0,1000.0
1.21,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.26,4.5761046,0.0,1000.0
1.27,4.5761046,0.0,1000.0
1.22,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.19,4.5761046,0.0,1000.0
1.2,4.5761046,0.0,1000.0
1.13,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.1,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.01,4.5761046,0.0,1000.0
1.16,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.1,4.5761046,0.0,1000.0
1.14,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
1.14,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.13,4.5761046,0.0,1000.0
1.11,4.5761046,0.0,1000.0
1.1,4.5761046,0.0,1000.0
1.12,4.5761046,0.0,1000.0
1.17,4.5761046,0.0,1000.0
1.16,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.04,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.05,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
0.94,4.5761046,0.0,1000.0
0.92,4.5761046,0.0,1000.0
0.91,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.95,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.95,4.5761046,0.0,1000.0
1.0,4.5761046,0.0,1000.0
0.99,4.5761046,0.0,1000.0
0.88,4.5761046,0.0,1000.0
0.92,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.12,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.08,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.39,4.5761046,0.0,1000.0
1.31,4.5761046,0.0,1000.0
1.26,4.5761046,0.0,1000.0
1.29,4.5761046,0.0,1000.0
1.27,4.5761046,0.0,1000.0
1.21,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.14,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.15,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.16,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.24,4.5761046,0.0,1000.0
1.19,4.5761046,0.0,1000.0
1.21,4.5761046,0.0,1000.0
1.25,4.5761046,0.0,1000.0
1.21,4.5761046,0.0,1000.0
1.11,4.5761046,0.0,1000.0
1.14,4.5761046,0.0,1000.0
1.18,4.5761046,0.0,1000.0
1.3,4.5761046,0.0,1000.0
1.21,4.5761046,0.0,1000.0
1.06,4.5761046,0.0,1000.0
0.96,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
0.84,4.5761046,0.0,1000.0
0.8,4.5761046,0.0,1000.0
0.78,4.5761046,0.0,1000.0
0.81,4.5761046,0.0,1000.0
0.75,4.5761046,0.0,1000.0
0.73,4.5761046,0.0,1000.0
0.73,4.5761046,0.0,1000.0
0.71,4.5761046,0.0,1000.0
0.73,4.5761046,0.0,1000.0
0.76,4.5761046,0.0,1000.0
0.75,4.5761046,0.0,1000.0
0.75,4.5761046,0.0,1000.0
0.72,4.5761046,0.0,1000.0
0.71,4.5761046,0.0,1000.0
0.64,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.67,4.5761046,0.0,1000.0
0.66,4.5761046,0.0,1000.0
0.66,4.5761046,0.0,1000.0
0.7,4.5761046,0.0,1000.0
0.68,4.5761046,0.0,1000.0
0.64,4.5761046,0.0,1000.0
0.66,4.5761046,0.0,1000.0
0.69,4.5761046,0.0,1000.0
0.71,4.5761046,0.0,1000.0
0.65,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.68,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.67,4.5761046,0.0,1000.0
0.77,4.5761046,0.0,1000.0
0.79,4.5761046,0.0,1000.0
0.79,4.5761046,0.0,1000.0
0.83,4.5761046,0.0,1000.0
0.84,4.5761046,0.0,1000.0
0.87,4.5761046,0.0,1000.0
0.89,4.5761046,0.0,1000.0
0.89,4.5761046,0.0,1000.0
0.84,4.5761046,0.0,1000.0
0.85,4.5761046,0.0,1000.0
0.87,4.5761046,0.0,1000.0
0.88,4.5761046,0.0,1000.0
0.88,4.5761046,0.0,1000.0
0.88,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.98,4.5761046,0.0,1000.0
1.04,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
1.0,4.5761046,0.0,1000.0
0.99,4.5761046,0.0,1000.0
0.92,4.5761046,0.0,1000.0
0.81,4.5761046,0.0,1000.0
0.87,4.5761046,0.0,1000.0
0.97,4.5761046,0.0,1000.0
1.01,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.93,4.5761046,0.0,1000.0
0.73,4.5761046,0.0,1000.0
0.91,4.5761046,0.0,1000.0
0.95,4.5761046,0.0,1000.0
1.17,4.5761046,0.0,1000.0
1.11,4.5761046,0.0,1000.0
1.6,4.5761046,0.0,1000.0
1.53,4.5761046,0.0,1000.0
1.37,4.5761046,0.0,1000.0
1.49,4.5761046,0.0,1000.0
1.35,4.5761046,0.0,1000.0
1.3,4.5761046,0.0,1000.0
1.42,4.5761046,0.0,1000.0
1.47,4.5761046,0.0,1000.0
1.4,4.5761046,0.0,1000.0
1.53,4.5761046,0.0,1000.0
1.57,4.5761046,0.0,1000.0
1.6,4.5761046,0.0,1000.0
1.6,4.5761046,0.0,1000.0
1.57,4.5761046,0.0,1000.0
1.42,4.5761046,0.0,1000.0
1.55,4.5761046,0.0,1000.0
1.6,4.5761046,0.0,1000.0
1.59,4.5761046,0.0,1000.0
1.58,4.5761046,0.0,1000.0
1.38,4.5761046,0.0,1000.0
1.34,4.5761046,0.0,1000.0
1.42,4.5761046,0.0,1000.0
1.27,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
1.09,4.5761046,0.0,1000.0
1.11,4.5761046,0.0,1000.0
1.25,4.5761046,0.0,1000.0
1.34,4.5761046,0.0,1000.0
1.43,4.5761046,0.0,1000.0
1.38,4.5761046,0.0,1000.0
1.35,4.5761046,0.0,1000.0
1.6,4.5761046,0.0,1000.0
1.63,4.5761046,0.0,1000.0
1.8,4.5761046,0.0,1000.0
1.75,4.5761046,0.0,1000.0
1.83,4.5761046,0.0,1000.0
1.38,4.5761046,0.0,1000.0
1.39,4.5761046,0.0,1000.0
1.26,4.5761046,0.0,1000.0
1.07,4.5761046,0.0,1000.0
1.02,4.5761046,0.0,1000.0
0.9,4.5761046,0.0,1000.0
1.03,4.5761046,0.0,1000.0
0.88,4.5761046,0.0,1000.0
0.61,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.54,4.5761046,0.0,1000.0
0.55,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.54,4.5761046,0.0,1000.0
0.54,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.48,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.43,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.46,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.57,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.54,4.5761046,0.0,1000.0
0.55,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.61,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.5,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.45,4.5761046,0.0,1000.0
0.42,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.44,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.37,4.5761046,0.0,1000.0
0.39,4.5761046,0.0,1000.0
0.48,4.5761046,0.0,1000.0
0.4,4.5761046,0.0,1000.0
0.29,4.5761046,0.0,1000.0
0.26,4.5761046,0.0,1000.0
0.26,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.29,4.5761046,0.0,1000.0
0.3,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.29,4.5761046,0.0,1000.0
0.31,4.5761046,0.0,1000.0
0.3,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.31,4.5761046,0.0,1000.0
0.34,4.5761046,0.0,1000.0
0.31,4.5761046,0.0,1000.0
0.33,4.5761046,0.0,1000.0
0.25,4.5761046,0.0,1000.0
0.22,4.5761046,0.0,1000.0
0.23,4.5761046,0.0,1000.0
0.23,4.5761046,0.0,1000.0
0.22,4.5761046,0.0,1000.0
0.24,4.5761046,0.0,1000.0
0.23,4.5761046,0.0,1000.0
0.21,4.5761046,0.0,1000.0
0.22,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.28,4.5761046,0.0,1000.0
0.3,4.5761046,0.0,1000.0
0.32,4.5761046,0.0,1000.0
0.27,4.5761046,0.0,1000.0
0.26,4.5761046,0.0,1000.0
0.43,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.58,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.53,4.5761046,0.0,1000.0
0.47,4.5761046,0.0,1000.0
0.49,4.5761046,0.0,1000.0
0.51,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.58,4.5761046,0.0,1000.0
0.58,4.5761046,0.0,1000.0
0.59,4.5761046,0.0,1000.0
0.57,4.5761046,0.0,1000.0
0.6,4.5761046,0.0,1000.0
0.62,4.5761046,0.0,1000.0
0.58,4.5761046,0.0,1000.0
0.56,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.64,4.5761046,0.0,1000.0
0.65,4.5761046,0.0,1000.0
0.61,4.5761046,0.0,1000.0
0.63,4.5761046,0.0,1000.0
0.55,4.5761046,0.0,1000.0
0.52,4.5761046,0.0,1000.0
0.64,4.5761046,0.0,1000.0
0.68,4.5761046,0.0,1000.0
0.57,4.5761046,0.0,1000.0
